code,name,Marcap,current_price,1W,1M,3M,6M,1Y,2Y,YTD,3Y,4Y,sector_name
087600,픽셀플러스,34789537080,4260,2.7744270205066344,6.7669172932330826,-33.95348837209302,-39.48863636363637,-41.403026134800555,-52.02702702702703,-32.594936708860764,-35.35660091047041,-46.94894146948941,반도체와반도체장비
356860,티엘비,326443316000,33200,-13.315926892950392,-17.470418613900765,-15.900397699926538,22.812858358302815,164.77390541510488,273.2014388489209,16.446283890428255,166.81668407940208,265.07587420277105,반도체와반도체장비
119830,아이텍,136142689680,5130,-8.392857142857142,-22.272727272727273,-34.146341463414636,-19.96879875195008,-14.499999999999998,-29.629629629629626,-7.899461400359066,-47.00413223140496,-44.48051948051948,반도체와반도체장비
169670,코스텍시스템,10885581795,3795,0.6631299734748011,-12.152777777777777,-7.099143206854346,-27.019230769230766,-48.507462686567166,-74.51309603760915,-36.00337268128162,-62.01201201201201,-58.25082508250825,반도체와반도체장비
252990,샘씨엔에스,845459161560,14040,-3.63761153054221,10.725552050473187,1.5918958031837915,68.75,195.57894736842104,136.76222596964587,108.61812778603269,140.0,176.3779527559055,반도체와반도체장비
399720,가온칩스,524160904800,44200,-11.155778894472363,1.2600229095074456,-37.92134831460674,-29.166666666666668,0.91324200913242,-21.49200710479574,-14.506769825918761,-8.488612836438923,72.65625,반도체와반도체장비
160980,싸이맥스,397642445200,36400,-2.4128686327077746,8.011869436201781,14.285714285714285,143.96782841823057,197.3856209150327,129.2191435768262,149.31506849315068,165.3061224489796,145.94594594594594,반도체와반도체장비
171010,램테크놀러지,40036505600,2800,2.376599634369287,5.263157894736842,-26.988265971316817,-28.205128205128204,-35.558112773302646,-44.44444444444444,-28.205128205128204,-55.34290271132376,-58.883994126284875,반도체와반도체장비
417500,제이아이테크,105894723120,3230,1.0954616588419406,-2.710843373493976,-32.0,2.3771790808240887,-2.416918429003021,-18.946047678795484,2.5396825396825395,-29.85884907709012,,반도체와반도체장비
101160,월덱스,501934187200,30400,-2.8753993610223643,13.011152416356877,-10.588235294117647,35.4120267260579,23.577235772357724,35.11111111111111,41.067285382830626,15.80952380952381,56.29820051413882,반도체와반도체장비
172670,에이엘티,77954253300,8700,-0.684931506849315,-17.535545023696685,-45.3174104336895,-36.26373626373626,24.285714285714285,-31.65750196386489,-32.71461716937355,,,반도체와반도체장비
425420,티에프이,444498516000,36000,-4.635761589403973,-18.181818181818183,-43.573667711598745,4.196816208393632,13.385826771653544,47.84394250513347,-1.098901098901099,81.72640080767289,,반도체와반도체장비
077360,덕산하이메탈,411659238120,9060,-2.4757804090419806,-22.564102564102566,-48.8135593220339,14.82889733840304,115.97139451728249,49.01315789473684,48.76847290640394,7.092198581560284,17.509727626459142,반도체와반도체장비
114810,한솔아이원스,332089453200,11800,-4.607922392886015,-11.80866965620329,-37.234042553191486,4.148278905560459,35.16609392898053,6.306306306306306,-1.4202172096908938,26.881720430107524,61.64383561643836,반도체와반도체장비
403870,HPSP,3263195000000,39650,-6.705882352941177,-25.18867924528302,-25.749063670411985,16.61764705882353,58.28343313373253,16.27565982404692,18.35820895522388,14.76121562952243,163.45514950166114,반도체와반도체장비
445090,에이직랜드,219605725800,20100,-8.009153318077804,-15.368421052631579,-34.63414634146341,-34.31372549019608,-34.20621931260229,-52.816901408450704,-29.72027972027972,,,반도체와반도체장비
412350,레이저쎌,60310567590,4130,-15.020576131687244,-10.021786492374728,-46.50259067357513,103.44827586206897,41.29319192610332,-38.7331256490135,114.54545454545455,-68.76418091060354,-65.65202927478376,반도체와반도체장비
064290,인텍플러스,461661171300,35850,-7.840616966580977,-11.590628853267571,21.731748726655347,116.22436670687574,306.4625850340136,87.69633507853402,176.19414483821262,-19.165727170236753,81.06060606060606,반도체와반도체장비
007660,이수페타시스,6856421054600,93400,1.5217391304347827,-13.598519888991675,-39.113428943937414,-22.101751459549625,57.770270270270274,104.99539089592204,-21.644295302013422,129.4840294840295,1268.097260875934,반도체와반도체장비
217190,제너셈,70241083740,5340,3.6893203883495143,4.705882352941177,-24.894514767932492,4.911591355599214,14.053823152498932,-11.633294721164985,4.500978473581213,-49.263657957244654,20.40586245772266,반도체와반도체장비
054620,APS,78911208090,4290,2.142857142857143,6.8493150684931505,-41.1522633744856,-4.3478260869565215,-8.528784648187633,-35.874439461883405,5.665024630541872,-50.46189376443419,-47.16748768472907,반도체와반도체장비
067310,하나마이크론,2403644914350,36150,1.118881118881119,-27.19033232628399,-10.297766749379653,39.845261121856865,234.72222222222223,114.69295640812449,40.3883495145631,106.79594988845031,210.940994323069,반도체와반도체장비
452430,사피엔반도체,225372993300,27300,-3.53356890459364,-7.457627118644068,-41.54175588865097,-24.793388429752067,-12.077294685990339,42.1875,-28.346456692913385,,,반도체와반도체장비
348350,위드텍,97291350000,9750,3.06553911205074,29.482071713147413,-11.202185792349727,7.142857142857142,-0.2047082906857728,10.419026047565119,14.43661971830986,-32.98969072164948,-34.34343434343434,반도체와반도체장비
140070,서플러스글로벌,60068512000,1624,-2.5210084033613445,3.373647358370465,-34.77911646586345,-20.0,-34.516129032258064,-48.197767145135565,-24.814814814814813,-58.72935196950445,-54.888888888888886,반도체와반도체장비
227950,엔투텍,39201325424,1136,-1.1314186248912097,13.373253493013973,-54.83101391650099,-30.092307692307692,-37.41046831955923,-61.62162162162163,-31.151515151515152,-75.9830866807611,-83.71326164874552,반도체와반도체장비
240810,원익IPS,5561205983300,113300,-19.47405828002843,-24.51698867421719,-2.4117140396210166,47.911227154047,303.92156862745094,226.0431654676259,66.86303387334314,242.8139183055976,261.9808306709265,반도체와반도체장비
029460,케이씨,316289354500,28700,-4.173622704507513,-1.0344827586206897,-27.70780856423174,-1.7123287671232876,23.440860215053764,50.41928721174004,12.549019607843137,53.64025695931478,47.55784061696658,반도체와반도체장비
053610,프로텍,586800000000,65200,-2.1021021021021022,-15.979381443298967,-16.30295250320924,74.79892761394102,146.96969696969697,148.38095238095238,90.92240117130308,25.384615384615383,188.49557522123894,반도체와반도체장비
064520,테크엘,35560539642,1591,0.3785488958990536,3.715775749674054,-16.61425576519916,-6.0248080330773774,-26.17169373549884,-51.933534743202415,-7.71461716937355,-66.36363636363637,-77.27142857142857,반도체와반도체장비
